id,title,genres,release_date,director,cast,vote_average,vote_count,popularity,runtime,overview,keywords,status,spoken_languages,production_companies,production_countries,budget,revenue
1238,Real Steel,"['Action', 'Science Fiction', 'Drama']",2011-09-28,['Shawn Levy'],"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly', 'Anthony Mackie', 'Kevin Durand', 'Hope Davis', 'James Rebhorn', 'Karl Yune', 'Olga Fonda', 'John Gatins', 'Sophie Levy', 'Tess Levy', 'Charlie Levy', 'Gregory Sims', 'Torey Adkins', 'Tom Carlson', 'John Hawkinson', 'David Alan Basche', 'Phil LaMarr', 'David Herbst', 'Julian Gant', 'Ken Alter', 'Leilani Barrett', 'Eric Gutman', 'Nicholas Yu', 'D.B. Dickerson', 'Peter Carey', 'Dan Lemieux', 'Richard Goteri', 'Tim Holmes', 'Ricky Wayne', 'Taris Tyler', 'Kevin Dorman', 'John Manfredi', 'Wendy Aaron', 'Rachael Adams', 'Mike Ancrile', 'Lamar Babi', 'Apollo Bacala', 'Leah Barkoff', 'Joshua Ray Bell', 'Christina M. Bender', 'Clark Birchmeier', 'Don Boerst', 'Mark Bonto', 'Zachary Borromeo', 'Ben Bray', 'Wayne Brinston', 'Wayne E. Brown', 'Geneva Brunetti', 'Justin Calkins', 'Steven Campbell', 'Jeff Caponigro', 'Michael Patrick Carmody', 'Ron Causey ', 'Justin Chrzanowski', 'Michael B. Clark', 'Will Clarke', 'Chris Coldren', 'Sandy Coonan', 'Jahnel Curfman', 'Haylee Detroit Dewar', 'John Dezsi', 'P.J. Edwards', 'Shannon Edwards', 'Raffi Elias', 'Rima Fakih', 'Tom Feldpausch', 'Johnny Flynn', 'Stephen C. Forsell', 'Sarah Forton', 'Stephen Fosner', 'Logan Fry', 'Nesti Gee', 'Ryan Genther', 'Dan Gerics', 'Joey Ghinelli', 'Jacob Godzak', 'Ashley Goulson', 'Megan Grant', 'Brandon Green', 'J.J. Green', 'Rebecca Guth', 'Steven Gätjen', 'Shane Hagedorn', 'Joey Harlow', 'Pennie-Marie Hawkins', 'Ron Heisler', 'Robert Herrick', 'Kathryn Henzler', 'Christopher W. Hodshire', 'Suzy Hunt', 'Markus James', 'Pauline Ann Johnson', 'Traver Johnson', 'Gary T. Jones', 'Jennie Kahn-Jacques', 'Ko Kaiden', 'Douglas King II', 'Lauren Kole', 'Nathan Kranzo', 'Joe Kras', 'Amy LaPlante', 'Kef Lee', 'Amanda Lewan', 'Anna Li', 'Dervis Lici', 'Linda Linsley', 'Nathaniel Loveland', 'Bill Lowery', 'Rich Lozano', 'Bill Lumbert ', 'Brad Leo Lyon', 'Mary Magyari', 'Chris Mannix', 'Melissa Marra', 'Rance Martin', 'Bryan Matti', 'Jessica McLarty', 'Samuel Meadows', 'Jordan Kenneth Messing', 'Ralph H. Meyer', 'Antonio L. Miller', 'Wendel Millstead', 'Gary L. Minix', 'Megan Mockensturm', 'Jermaine Moore', 'Kirstie Munoz', 'Anton Narinskiy', 'Steven Hugh Nelson', 'Chris Newman', 'Michael Nicolae', ""Chris O'Brien"", 'Wendy Paquette', 'Heather Park', 'Jessica Petrik', 'Alan D. Purwin', 'Ralph A. Recchia ', 'Jay Reid', 'DaJuan Rippy', 'Nicholas Ritz', 'Jeff Rosenfeld', 'Marco Ruggeri', 'Maria Lucia Safi', 'Miguel Sandoval', 'Sebastian Sarkissian', 'Steven Scott', 'Ron Shedd', 'Daryl M. Simpson', 'Gary Lee Simpson', 'Brian Anderson Smith', 'Joseph Smith', 'Nikki Smith', 'Dwight Sora', 'Paul J. Spear', 'Alan Stefan', 'Tiffany Stone', 'Morris Lee Sullivan', 'John E.L. Tenney', 'Melody Teodoro-Kurtis', 'Michael Trobaugh', 'Johnny Truong', 'Eric Tuchelske', 'Laurie Valko', 'Brett VanDunk', 'Johnathon VanDusen', 'Dan Watson', 'Kaitlan Welton', 'Jojuan Westmoreland', 'Ed Williams', 'Amanda Wright', 'Paul Xiong']",6.6,2692,37.195046,127.0,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.","['father son relationship', 'fight', 'sport', 'robot', 'prizefighting', 'father son reunion', 'robot fighting']",Released,['English'],"['DreamWorks SKG', '21 Laps Entertainment', 'Reliance Entertainment', 'Touchstone Pictures', 'ImageMovers', 'Angry Films', 'Revolution Sun Studios', 'Kontsept Film Company', 'Wardour Street Pictures']","['India', 'United States of America']",110000000,299268508
1239,Rebecca,"['Drama', 'Mystery']",1940-04-12,['Alfred Hitchcock'],"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson', 'Nigel Bruce', 'Reginald Denny', 'Gladys Cooper', 'Florence Bates', 'Leo G. Carroll', 'Leonard Carey', 'Lumsden Hare', 'Edward Fielding', 'Forrester Harvey', 'Philip Winter', 'Alfred Hitchcock', 'C. Aubrey Smith', 'Billy Bevan', 'Gino Corrado', 'Melville Cooper', 'Egon Brecher', 'Leyland Hodgson', 'Alphonse Martell', ""William H. O'Brien"", 'Ronald R. Rondell', 'Phyllis Woodward']",7.7,336,18.426825,130.0,A self-conscious bride is tormented by the memory of her husband's dead first wife.,"['monte carlo', 'based on novel', 'age difference', 'secret', 'obsession', 'bride', 'cornwall', 'love', 'suspense', 'rural setting', 'devotion', 'housekeeper', 'death', 'estate', 'costume party', 'film noir', 'second wife']",Released,"['English', 'Français']",['Selznick International Pictures'],['United States of America'],1288000,6000000
1240,Red Cliff,"['Adventure', 'Drama', 'Action']",2008-07-10,['John Woo'],"['Chang Chen', 'Hu Jun', 'Tony Leung Chiu-Wai', 'Takeshi Kaneshiro', 'Song Jia', 'Zhao Wei', 'Zhang Fengyi', 'Lin Chi-Ling', 'Shidou Nakamura', 'You Yong', 'Hou Yong', 'Tong Dawei', 'Ba Sen Zha Bu', 'Zang Jinsheng', 'Zhang Shan', 'Wang Qingxiang', 'Wang Hui', 'Xie Gang', 'Shi Xiao-Hong', 'Xu Feng-Nian', 'Guo Chao', 'Hu Xiaoguang', 'Cui Yu-Gui', 'Jiang Tong', 'Ma Jingjing', 'Yi Zhen', 'Jia Hong-Wei', 'Zhao Cheng-Shun']",7.1,205,14.8375,150.0,"In the early third century, the land of Wu is invaded by the warlord Cao Cao and his million soldiers. The ruler of Wu, Sun Quan, calls on the rival warlord Liu Bei for help, but their two armies are still badly outnumbered. However, the Wu strategist Zhou Yu sees that Cao Cao's army is unused to battling on the sea, which may just give them a chance if they can exploit this weakness properly.","['flaming arrow', 'chinese history', 'strategy', 'carrier pigeon', 'spear throwing', 'wall of fire', 'white dove', 'casualty of war', 'arrow in back', 'chinese tradition', 'chinese painting', 'broken arrow']",Released,"['普通话', 'ภาษาไทย']","['Metropolitan Filmexport', 'Lion Rock Productions', 'Showbox']",['China'],80341000,127814609
1241,Red Dawn,"['Action', 'Thriller']",1984-08-10,['John Milius'],"['Patrick Swayze', 'C. Thomas Howell', 'Lea Thompson', 'Darren Dalton', 'Charlie Sheen', 'Jennifer Grey', 'Brad Savage', 'Ben Johnson', 'Harry Dean Stanton', 'William Smith', 'Powers Boothe', ""Ron O'Neal"", 'Vladek Sheybal', 'Frank McRae', 'Lane Smith', 'Roy Jenson', 'Pepe Serna', 'Radames Pera']",6.4,215,11.743085,114.0,"It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them.","['guerrilla', 'colorado', 'invasion', 'anti-communism', 'near future', 'red army']",Released,"['English', 'Pусский', 'Español']","['United Artists', 'Valkyrie Films']",['United States of America'],4200000,38376497
1242,Red Dragon,"['Crime', 'Thriller', 'Horror']",2002-09-29,['Brett Ratner'],"['Anthony Hopkins', 'Edward Norton', 'Ralph Fiennes', 'Harvey Keitel', 'Emily Watson', 'Philip Seymour Hoffman', 'Mary-Louise Parker', 'Anthony Heald', 'Ken Leung', 'Frankie Faison', 'Tyler Patrick Jones', 'Frank Whaley', 'Bill Duke', 'Lalo Schifrin']",6.7,1115,10.083905,124.0,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.","['psychopath', 'serial killer', 'fbi agent']",Released,['English'],"['Universal Pictures', 'Metro-Goldwyn-Mayer (MGM)']","['Germany', 'United States of America']",78000000,209196298
1243,Red Eye,"['Horror', 'Thriller']",2005-08-04,['Wes Craven'],"['Rachel McAdams', 'Cillian Murphy', 'Brian Cox', 'Jayma Mays', 'Jack Scalia', 'Robert Pine', 'Terry Press', 'Brittany Oaks', 'Laura Johnson', 'Max Kasch', 'Kyle Gallner', 'Angela Paton', 'Loren Lester', 'Suzie Plakson', 'Monica McSwain', 'Beth Toussaint', 'Adam Gobble', 'Megan Crawford', 'Carl Gilliard', 'Mary Kathleen Gordon', 'Philip Pavel', 'Amber Mead', 'Dey Young', 'Jeanine Jackson']",6.2,455,8.802626,85.0,"After attending the funeral of her grandmother in Dallas, the Lux Atlantic Hotel manager Lisa is waiting for a flight to Miami. Due to the bad weather and consequent flight delay, she meets in the airport bar Jack Rippner, who is also in the waiting list. They sit together in the plane, and Jack reveals that he wants Lisa to change the room in Lux of an important American politician to facilitate a terrorist attempt against him. Otherwise, Lisa's father will be killed by a hit man. Lisa has to decide what to do with the menacing man at her side.","['hostage', 'menace', 'hitman', 'airplane']",Released,"['English', 'Pусский']","['DreamWorks SKG', 'Craven-Maddalena Films', 'BenderSpink']",['United States of America'],26000000,57891803
1244,Red Lights,['Thriller'],2012-03-02,['Rodrigo Cortés'],"['Sigourney Weaver', 'Robert De Niro', 'Cillian Murphy', 'Elizabeth Olsen', 'Toby Jones', 'Joely Richardson', 'Karen David', 'Craig Roberts', 'Burn Gorman', 'Gina Bramhill', 'Jan Cornet', 'Leonardo Sbaraglia', 'Garrick Hagon', 'Jeany Spark', 'Eloise Webb', 'Mitchell Mullen', 'Josette Simon', 'Jesse Bostick']",6.0,376,22.748174,119.0,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.","['paranormal', 'psychic', 'skepticism']",Released,['English'],"['First Generation Films', 'Antena 3 Films', 'Televisió de Catalunya TV3', 'Canal+ España', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Millennium Films', 'Nostromo Pictures', 'Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)', 'Cindy Cowan Entertainment', 'La Sexta', 'Attitude Pinículas y Films A.I.E.']","['Spain', 'United States of America']",14000000,13551174
1245,Reign Over Me,['Drama'],2007-03-23,['Mike Binder'],"['Adam Sandler', 'Don Cheadle', 'Jada Pinkett Smith', 'Liv Tyler', 'Saffron Burrows', 'Donald Sutherland', 'Robert Klein', 'Melinda Dillon', 'Mike Binder', 'Jonathan Banks', 'Rae Allen', 'Paula Newsome', 'John de Lancie', 'Paul Butler', 'Camille LaChe Smith', 'Imani Hakim', 'Denise Dowse', 'Anthony Chisholm', 'B. J. Novak', 'Jessica Golden', 'Ted Raimi', 'Harris Peet', 'Molly Binder', 'Tommy Nohilly', 'Robert Harvey', 'Nick Taylor', 'M.D. Walton', 'Chad Brigockas', 'Elizabeth Andrews', 'Neal Young', 'Lela Loren']",7.1,334,20.82778,124.0,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,"['confidence', 'trauma', ""leaving one's family"", 'childhood memory', 'airplane', 'war on terror', 'music', 'loss of daughter', 'alone', 'cowardliness', 'family']",Released,['English'],"['Columbia Pictures', 'Happy Madison Productions', 'Sunlight Productions', 'Relativity Media', 'Madison 23']",['United States of America'],20000000,22222308
1246,Reign of Fire,"['Adventure', 'Action', 'Fantasy']",2002-07-12,['Rob Bowman'],"['Christian Bale', 'Matthew McConaughey', 'Izabella Scorupco', 'Gerard Butler', 'Alexander Siddig', 'Scott Moutter', 'David Kennedy', 'Ned Dennehy', 'Rory Keenan', 'Terence Maynard', 'Doug Cockle', 'Randall Carlton', 'Chris Kelly', 'Ben Thornton', 'Alice Krige']",6.0,669,27.615108,101.0,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.","['dragon', 'evolution', 'fire chief', 'animated map', 'theatre audience', 'dragonslayer', 'tunnel construction', 'fire repellent', 'drilling', 'iodine']",Released,['English'],"['The Zanuck Company', 'Spyglass Entertainment', 'World 2000 Entertainment', 'Touchstone Pictures', 'Tripod Entertainment']","['Ireland', 'United Kingdom', 'United States of America']",60000000,43061982
1247,Religulous,"['Comedy', 'Documentary']",2008-10-01,['Larry Charles'],"['Bill Maher', 'Jose Luis De Jesus Miranda', 'Andrew Newberg', 'Steve Burg', 'Tal Bachman', 'Jonathan Boulden', 'Francis Collins', 'George Coyne', 'Benjamin Creme', 'Jeremiah Cummings', 'Fatima Elatik', 'Yahuda Etzion', 'Reginald Foster', 'Mohamed Junas Gaffar', 'Bill Gardiner', 'Ted Haggard']",7.2,197,9.774126,101.0,"Commentator-comic Bill Maher plays devil's advocate with religion as he talks to believers about their faith. Traveling around the world, Maher examines the tenets of Christianity, Judaism and Islam and raises questions about homosexuality, proof of Christ's existence, Jewish Sabbath laws, violent Muslim extremists.","['muslim', 'museum', 'jew', 'evidence', 'rabbi', 'interview', 'christian', 'faith', 'atheist', 'chapel', 'religious', 'catholic', 'evolution', 'trucker', 'mormon', 'skeptic', 'creationism', 'aftercreditsstinger']",Released,"['العربية', 'English', 'עִבְרִית', 'فارسی', 'Español']",['Lions Gate Films'],['United States of America'],0,0
1248,Remember Me,"['Drama', 'Romance']",2010-03-12,['Allen Coulter'],"['Robert Pattinson', 'Emilie de Ravin', 'Pierce Brosnan', 'Lena Olin', 'Chris Cooper', 'Ruby Jerins', 'Martha Plimpton', 'Gregory Jbara', 'Tate Ellington', 'Kate Burton', 'Peyton List', 'Chris McKinney', 'Meghan Markle', 'Christopher Clawson', 'Emily Wickersham', 'Moisés Acevedo', 'Morgan Turner']",6.9,948,36.764666,113.0,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.","['new york', 'father son relationship', 'grieving', 'romantic drama', 'young adult', 'college student', '21st century']",Released,['English'],['Summit Entertainment'],['United States of America'],20000000,0
1249,Remember the Titans,['Drama'],2000-09-29,['Boaz Yakin'],"['Denzel Washington', 'Will Patton', 'Ryan Hurst', 'Wood Harris', 'Hayden Panettiere', 'Ryan Gosling', 'Nicole Ari Parker', 'Kate Bosworth', 'Donald Faison', 'Craig Kirkwood', 'Ethan Suplee', 'Kip Pardue', 'Earl Poitier', 'Burgess Jenkins', 'Marion Guyot', 'Neal Ghant', 'David Jefferson', 'Preston Wigasi Brant', 'John Michael Weatherly', 'Gregory Alan Williams', 'Brett Rice', 'Richard Fullerton', 'J. Don Ferguson', 'Krysten Leigh Jones', 'Afemo Omilami', 'Andrew Masset', 'Tim Ware', 'Tom Turbiville', 'Tom Nowicki', 'Jim Grimshaw', 'David Dwyer', 'Bo Keister', 'Lou Walker', 'Rhubarb Jones', 'Bob Neal', 'Dan Albright', 'Mike Pniewski', 'Sharon Blackwood', 'Paula Claire Jones', 'Kelly Cheston', 'Walker Jones', 'Ronald L. Conner', 'Courtney James Stewart', 'E.Y. Coley', 'John Wesley', 'B. Keith Harmon', 'Andy Francis', 'Stuart Greer', 'Derick Marshall', 'Kevin Dankosky', 'David Chandley', 'Scott Slade', 'Ric Reitz', 'Rory Griffin', 'Ryan Kowalske', 'Thomas Elliott', 'C. Stephen Browder', 'Jameel Jackson', 'Randy D. Patman Jr.', 'Jemal L. Webb', 'Shawn Cummings', 'Michael Rouby', 'Ray Stoney', 'Shanda Lee Munson', 'David de Vries', 'Matt Adams', 'Ryan Duncan']",7.4,821,25.996219,113.0,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.","['ku klux klan', 'american football', 'trainer', 'sports team', 'race politics', 'coaction', 'apartheid', 'sport', 'high school', 'racial segregation', 'racist', 'based on true story', 'american football player', 'xenophobia', 'head coach']",Released,['English'],"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Technical Black', 'Run It Up Productions Inc.']",['United States of America'],30000000,136706683
1250,Rendition,"['Drama', 'Thriller']",2007-09-07,['Gavin Hood'],"['Omar Metwally', 'Reese Witherspoon', 'Jake Gyllenhaal', 'Moa Khouas', 'Zineb Oukach', 'Igal Naor', 'Laila Mrabti', 'David Fabrizio', 'J.K. Simmons', 'Meryl Streep', 'Peter Sarsgaard', 'Alan Arkin', 'Najib Oudghiri', 'Craig Johnson', 'Reymonde Amsallem']",6.2,205,12.741073,120.0,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.","['anti terror', 'terror', 'cia', 'loss of son', 'police brutality', 'terrorist', 'loss of brother', 'war against terror', 'kidnapping', 'intelligence', 'despair', 'inhumanity', 'senator', 'plo', 'civil rights activist', 'hijacking', 'terror cell', 'loss of husband', 'politics', 'politician', 'government', 'loss of daughter', 'torture by the police', 'torture', 'cruelty', 'american', 'surveillance']",Released,"['العربية', 'English']","['Anonymous Content', 'Level 1 Entertainment', 'MID Foundation']",['United States of America'],27500000,24748670
1251,Rent,"['Drama', 'Romance']",2005-11-23,['Chris Columbus'],"['Anthony Rapp', 'Adam Pascal', 'Rosario Dawson', 'Jesse L. Martin', 'Wilson Jermaine Heredia', 'Idina Menzel', 'Tracie Thoms', 'Taye Diggs', 'Aaron Lohr', 'Daniel London', 'Sarah Silverman', 'Daryl Edwards', 'Anna Deavere Smith']",6.7,155,10.433667,135.0,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, AIDS, and modern day life.","['gay', 'sex', 'aids', 'musical', 'hiv', 'based on play', 'african american', 'rock opera', 'missing person', 'hiv positive', 'home movie', 'mugging', 'telephone call \xa0', 'lower east side']",Released,['English'],"['Columbia Pictures', '1492 Pictures', 'Revolution Studios']",['United States of America'],40000000,31670620
1252,Repo Man,"['Comedy', 'Crime', 'Science Fiction', 'Thriller']",1984-02-20,['Alex Cox'],"['Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter', 'Olivia Barash', 'Sy Richardson', 'Susan Barnes', 'Fox Harris', 'Tom Finnegan', 'Del Zamora', 'Eddie Velez', 'Zander Schloss', 'Jennifer Balgobin', 'Dick Rude', 'Miguel Sandoval', 'Vonetta McGee', 'Richard Foronjy', 'Bruce White']",6.7,144,11.35344,92.0,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.","['california', 'cocaine', 'future', 'punk', 'theory', 'music', 'police', 'cult', 'rocker', 'ufo', 'surrealism', 'alien', 'independent film', 'conspiracy', 'torture', 'scientist', 'violence', 'killer', 'cult film', 'repossession']",Released,['English'],['Edge City'],['United States of America'],1500000,2300000
1253,Repo Men,"['Action', 'Science Fiction', 'Thriller', 'Crime']",2010-03-18,['Miguel Sapochnik'],"['Jude Law', 'Forest Whitaker', 'Alice Braga', 'Liev Schreiber', 'Carice van Houten', 'Chandler Canterbury', 'RZA', 'Joe Pingue', 'Tiffany Espensen', 'Liza Lapira', 'Yvette Nicole Brown', 'Tanya Clarke', 'John Leguizamo', 'Daniel Lévesque', 'Max Turnbull']",6.2,620,25.799697,111.0,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.","['dystopia', 'evil corporation', 'repo man', 'aftercreditsstinger']",Released,['English'],"['Universal Pictures', 'Stuber Productions', 'Dentsu', 'Relativity Media']","['Canada', 'United States of America']",32000000,18409891
1254,Repo! The Genetic Opera,"['Horror', 'Comedy', 'Music', 'Science Fiction']",2008-07-18,['Darren Lynn Bousman'],"['Alexa PenaVega', 'Paul Sorvino', 'Anthony Stewart Head', 'Sarah Brightman', 'Paris Hilton', 'Bill Moseley', 'Nivek Ogre', 'Terrance Zdunich', 'Sarah Power', 'Jessica Horn', 'Branko Lebar', 'Brianna Buckmaster', 'Joan Jett']",6.7,100,5.897479,98.0,"A worldwide epidemic encourages a bio-tech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer, however.",['dystopia'],Released,['English'],"['Lions Gate Films', 'Twisted Pictures']",['United States of America'],0,188126
1255,Requiem for a Dream,"['Crime', 'Drama']",2000-10-27,['Darren Aronofsky'],"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans', 'Christopher McDonald', 'Louise Lasser', 'Marcia Jean Kurtz', 'Janet Sarno', 'Suzanne Shepherd', 'Mark Margolis', 'Joanne Gordon', 'Charlotte Aronofsky', 'Peter Maloney', 'Denise Dowse', 'Olga Merediz', 'Ben Shenkman', 'Keith David', 'Dylan Baker', 'Bill Buell', 'Darren Aronofsky', 'Lianna Pai', 'Stanley B. Herman', 'Nina Zavarin', 'Heather Litteer', 'Gregg Bello', ""Shaun O'Hagan"", 'Jimmie Ray Weeks']",7.9,2443,11.573034,102.0,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,"['drug addiction', 'junkie', 'heroin', 'speed', 'diet', 'unsociability', 'illegal prostitution']",Released,['English'],['Artisan Entertainment'],['United States of America'],4500000,7390108
1256,Rescue Dawn,"['Adventure', 'Drama', 'War']",2006-09-09,['Werner Herzog'],"['Christian Bale', 'Steve Zahn', 'Marshall Bell', 'Toby Huss', 'Pat Healy', 'François Chau', 'James Oliver', 'GQ', 'Saichia Wongwiroj', 'Brad Carr', 'Teerawat Mulvilai', 'Jeremy Davies', 'Kriangsak Ming-olo', ""Somkuan 'Kuan' Siroon"", 'Mr. Yuttana Muenwaja', 'Chorn Solyda', 'Galen Yuen', 'Apichart Chusakul', 'Lek Chaiyan Chunsuttiwat', 'Zach Grenier']",6.9,336,17.078656,126.0,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,"['war crimes', 'violence', 'laotian soldier', 'pipe smoking', 'rice paddy', 'letter from home', ""ant's nest"", 'net fishing', 'dragging someone']",Released,['English'],['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],10000000,7177143
1257,Reservoir Dogs,"['Crime', 'Thriller']",1992-09-02,['Quentin Tarantino'],"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn', 'Steve Buscemi', 'Lawrence Tierney', 'Edward Bunker', 'Quentin Tarantino', 'Randy Brooks', 'Kirk Baltz', 'Steven Wright', 'Rich Turner', 'David Steen', 'Tony Cosmo', 'Stevo Polyi']",8.0,3697,66.925866,99.0,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.","['traitor', 'jewelry', 'psychopath', 'thief', 'heist', 'betrayal', 'mystery', 'escape', 'gang', 'plan gone wrong', 'warehouse', 'ensemble cast', 'all male cast', 'told in flashback', 'heist gone wrong', 'foreshadowing', 'rendezvous', 'iconic', 'set in one room', 'uneasy alliance', 'rag tag group']",Released,['English'],"['Live Entertainment', 'Lionsgate', 'Dog Eat Dog Productions Inc.']",['United States of America'],1200000,14661007
1258,Resident Evil,"['Horror', 'Action', 'Science Fiction']",2002-03-15,['Paul W.S. Anderson'],"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius', 'Ryan McCluskey', 'Oscar Pearce', 'Indra Ové', 'Anna Bolt', 'Joseph May', 'Robert Tannion', 'Heike Makatsch', 'Jaymes Butler', 'Stephen Billington', 'Fiona Glascott', 'Colin Salmon', 'Martin Crewes', 'Pasquale Aleardi', 'Liz May Brice', 'Torsten Jerabek', 'Marc Logan-Black', 'James Purefoy', 'Michaela Dicker', 'Jason Isaacs']",6.4,2065,40.715623,100.0,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.","['undercover', 'mutant', 'dystopia', 'conspiracy', 'zombie', 'based on video game']",Released,['English'],"['Impact Pictures', 'Davis-Films', 'New Legacy', 'Constantin Film Produktion']","['France', 'Germany', 'United Kingdom', 'United States of America']",33000000,102984862
